name,released,genres,platforms,rating,metacritic,ratings_count
Call of Duty: Vanguard,2021-11-05,Shooter,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.09,,133
Endzone - A World Apart,2021-03-18,"Strategy, Indie, Simulation","PC, PlayStation 5, Xbox Series S/X",3.51,,45
Cyberpunk 2077: Phantom Liberty,2023-09-26,"Shooter, Action","PC, PlayStation 5, Xbox Series S/X",4.7,,378
Genesis Noir,2021-03-26,Adventure,"PC, Xbox One, Nintendo Switch, macOS",3.64,80.0,80
System Shock,2023-05-30,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Linux",3.86,78.0,123
I Am Fish,2021-09-16,"Indie, Adventure, Action, Simulation","PC, Xbox One, Xbox Series S/X",3.15,,54
The Life and Suffering of Sir Brante,2021-03-04,"Adventure, RPG, Strategy, Simulation, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch",4.19,82.0,187
Industria,2021-09-30,"Indie, Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, Xbox Series S/X",2.98,66.0,39
Aliens: Fireteam Elite,2021-08-23,"Shooter, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.93,69.0,101
Skul: The Hero Slayer,2021-01-21,"Indie, Action","PC, Xbox One, Nintendo Switch, macOS, Linux",3.59,80.0,135
Tails Noir,2021-06-08,"Indie, Adventure","PC, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",3.37,68.0,91
Naraka Bladepoint,2021-08-11,"Massively Multiplayer, Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X",2.97,71.0,65
The Pedestrian,2020-01-29,"Indie, Platformer, Adventure, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",4.06,82.0,150
Midnight Fight Express,2022-08-23,"Indie, Action","PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.62,76.0,90
Coffee Talk,2020-01-28,"Casual, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, PS Vita",3.83,74.0,142
Raji: An Ancient Epic,2020-08-18,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS",3.18,70.0,57
The Survivalists,2020-10-09,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS",3.21,72.0,46
Necromunda: Hired Gun,2021-05-31,"Strategy, Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.94,,60
Röki,2020-07-23,"Indie, Adventure","PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",4.18,79.0,58
Gotham Knights,2022-10-21,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X",2.61,66.0,131
art of rally,2020-09-23,"Racing, Indie, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",3.45,78.0,125
Sludge Life,2020-04-08,"Indie, Adventure, Action","PC, Nintendo Switch",3.67,73.0,82
TOEM,2021-09-16,"Casual, Indie, Adventure","PC, PlayStation 5, Nintendo Switch, macOS",4.08,79.0,93
Saints Row: The Third Remastered,2020-05-22,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.72,73.0,137
In Sound Mind,2021-09-28,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, Xbox Series S/X, Nintendo Switch",4.0,74.0,46
In Other Waters,2020-04-02,"Indie, Adventure","PC, Nintendo Switch, macOS",3.53,,32
Dave the Diver,2023-06-28,"Adventure, Action, RPG, Simulation","PC, Nintendo Switch, macOS",4.3,,170
Paradise Lost,2021-03-24,"Adventure, Action, RPG, Casual, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.05,63.0,20
Wildfire,2020-05-26,"Indie, Strategy, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.12,76.0,23
"Warhammer 40,000: Darktide",2022-11-30,"Racing, Shooter, Adventure, Action, Indie","PC, Xbox Series S/X",3.71,74.0,71
Alan Wake Remastered,2021-10-05,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.0,,207
The Walking Dead: Saints & Sinners,2020-01-23,"Adventure, Action, RPG, Strategy, Simulation, Indie","PC, PlayStation 5, PlayStation 4",3.81,80.0,70
Blue Fire,2021-02-03,"Indie, Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.3,70.0,32
Final Fantasy XVI,2023-06-22,"Action, RPG","PC, PlayStation 5",4.15,88.0,155
Need for Speed Unbound,2022-11-29,"Racing, Arcade","PC, PlayStation 5, Xbox Series S/X",3.42,,136
Vampire: The Masquerade - Shadows of New York,2020-09-10,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",3.29,,33
Wingspan,2020-09-16,"Casual, Strategy, Indie","PC, Xbox One, Nintendo Switch, macOS",3.65,81.0,41
Dead Island 2,2023-04-21,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.71,75.0,201
Temtem,2020-01-21,"Massively Multiplayer, Adventure, RPG, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch",3.54,77.0,79
As Dusk Falls,2022-07-18,Adventure,"PC, Xbox Series S/X",4.03,77.0,167
MO:Astray,2020-11-12,"Indie, Adventure, Action, Puzzle","PC, Nintendo Switch, iOS",3.85,,33
First Class Trouble,2021-11-02,Indie,"PC, PlayStation 5",2.94,,33
Valorant,2020-06-02,"Shooter, Strategy, Action","PC, PlayStation 5, Xbox Series S/X",3.53,80.0,470
Marvel's Midnight Suns,2022-12-02,"Strategy, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",4.0,,100
Maid of Sker,2020-07-28,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",3.13,64.0,37
Crown Trick,2020-10-16,"Indie, Strategy, Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",3.56,80.0,34
The Falconeer,2020-11-10,"Indie, Simulation","PC, Xbox One, Xbox Series S/X",2.8,65.0,58
Zombie Army 4: Dead War,2020-02-04,"Shooter, Arcade, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.36,76.0,108
Pentiment,2022-11-14,"Casual, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.24,,126
Guilty Gear -Strive,2021-06-11,"Action, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",4.28,85.0,99
Assassin's Creed Mirage,2023-10-05,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, iOS",3.35,,151
Eldest Souls,2021-07-29,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.78,78.0,38
Prodeus,2022-09-23,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",3.92,80.0,112
Eastward,2021-09-16,"Indie, Adventure, RPG","PC, Xbox One, Nintendo Switch, macOS",3.67,80.0,95
Evan's Remains,2020-06-10,"Indie, Adventure, Puzzle","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS",3.5,,21
We Were Here Expeditions: The FriendShip,2023-09-14,"Casual, Indie, Adventure","PC, PlayStation 5",3.85,,63
OlliOlli World,2022-02-07,"Platformer, Indie, Action, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.73,,64
Boomerang Fu,2020-08-13,"Indie, Action","PC, Xbox One, Nintendo Switch",3.85,,26
Rock of Ages 3: Make & Break,2020-07-21,"Racing, Strategy, Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.29,69.0,33
Colt Canyon,2020-06-16,"Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.18,,17
Chernobylite,2021-07-28,"Adventure, Action, RPG, Simulation, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.3,73.0,127
Ghost of Tsushima Director's Cut,2021-08-20,"Adventure, Action, RPG","PC, PlayStation 5, PlayStation 4",4.59,,296
Sackboy: A Big Adventure,2020-11-12,"Platformer, Adventure, Action","PC, PlayStation 5, PlayStation 4",4.13,81.0,154
Super Bit Blaster XL,2020-03-16,"Casual, Indie, Action","PC, Nintendo Switch, macOS, Linux",2.64,,11
Totally Reliable Delivery Service,2020-04-01,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS",2.86,56.0,116
Werewolf: The Apocalypse — Heart of the Forest,2020-10-13,"Indie, Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",2.47,72.0,17
Chicken Police – Paint it RED!,2020-11-05,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS",3.81,83.0,35
As Far As The Eye,2020-09-09,"Strategy, Indie","PC, Nintendo Switch",2.88,,23
Ikenfell,2020-10-07,"Indie, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",3.24,72.0,21
Rover Mechanic Simulator,2021-09-22,"Indie, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch",2.5,65.0,16
The Artful Escape,2021-09-09,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.11,80.0,137
Jurassic World Evolution 2,2021-11-09,"Strategy, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.42,,57
Forspoken,2023-01-24,"Adventure, Action","PC, PlayStation 5",2.14,64.0,144
UnMetal,2021-09-28,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, PS Vita",3.68,82.0,45
Train Station Renovation,2020-10-01,"Casual, Indie, Simulation","PC, Xbox One, Nintendo Switch",3.34,66.0,28
Remothered: Broken Porcelain,2020-10-13,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",2.26,44.0,27
Evil Genius 2 World Domination,2021-03-30,"Strategy, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.35,77.0,95
20 Minutes Till Dawn,2022-06-07,"Adventure, Action, RPG, Casual, Strategy, Indie","PC, Nintendo Switch, iOS, Android",3.83,,92
Struggling,2020-08-27,"Casual, Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",3.06,65.0,16
Morbid: The Seven Acolytes,2020-12-03,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",3.1,,19
The Last Campfire,2020-08-27,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS",4.05,82.0,122
Ageless,2020-07-28,"Indie, Adventure","PC, Nintendo Switch",2.83,,12
Observer: System Redux,2020-11-10,"Indie, Adventure","PC, PlayStation 5, Xbox One, Xbox Series S/X",4.07,80.0,99
Torchlight III,2020-10-13,"Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",2.9,64.0,89
Sea of Stars,2023-08-28,RPG,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.29,90.0,119
Lost in Random,2021-09-10,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.61,78.0,66
UnderMine,2020-08-06,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",3.82,80.0,103
Them's Fightin' Herds,2020-04-30,"Indie, Action, Fighting","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",3.36,82.0,41
King of Seas,2021-05-25,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",2.87,66.0,15
Chorus,2021-12-02,"Indie, Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.54,76.0,79
Haven,2020-12-03,"Adventure, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.5,75.0,156
Shadow Warrior 3,2022-03-01,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.65,70.0,140
Two Point Campus,2022-08-09,"Strategy, Indie, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",3.72,,43
Disciples: Liberation,2021-10-21,"Strategy, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.12,,30
ScourgeBringer,2020-02-06,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",3.5,,62
Metroid Dread,2021-10-08,"Platformer, Action, RPG",Nintendo Switch,4.37,,287
Demon's Souls (2020),2020-11-12,"Action, RPG",PlayStation 5,4.46,92.0,211
TOHU,2021-01-28,"Indie, Adventure, Puzzle","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS",3.52,70.0,20
Evil West,2022-11-21,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.63,74.0,135
Citizen Sleeper,2022-05-05,"Indie, Adventure, RPG","PC, Xbox One, Xbox Series S/X, Nintendo Switch, macOS",4.2,,76
If Found...,2020-05-18,"Casual, Indie, Adventure","PC, Nintendo Switch, iOS",4.16,84.0,29
Planet of Lana,2023-05-23,"Adventure, Action, Puzzle, Indie, Platformer","PC, Xbox One, Xbox Series S/X, Nintendo Switch",4.01,,131
Remnants of Naezith,2020-06-05,"Indie, Action","PC, Nintendo Switch, macOS, Linux",3.27,,11
Aragami 2,2021-09-17,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.11,68.0,76
Family Man,2020-05-22,"Adventure, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch",2.57,,7
Super Mario 3D World + Bowser’s Fury,2021-02-12,"Platformer, Action",Nintendo Switch,4.38,89.0,258
Tonight We Riot,2020-05-05,"Indie, Action","PC, Nintendo Switch, macOS",2.0,,21
FAR: Changing Tides,2022-03-01,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.86,,117
Immortality,2022-08-29,"Casual, Indie, Adventure, Simulation","PC, Xbox Series S/X, iOS, Android, macOS",4.23,,85
There Is No Game: Wrong Dimension,2020-08-05,"Casual, Indie, Adventure, Puzzle","PC, Nintendo Switch, iOS, Android, macOS",4.34,88.0,139
F1 2021,2021-07-16,"Racing, Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.68,,63
Godfall,2020-11-12,"Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.47,60.0,100
Overcooked! All You Can Eat,2020-11-12,"Action, Casual, Strategy, Simulation, Family, Indie","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.21,86.0,99
Solasta: Crown of the Magister,2021-05-27,"Strategy, Adventure, RPG","PC, Xbox Series S/X, macOS",3.47,77.0,57
NBA 2K21,2020-09-04,"Simulation, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.15,72.0,92
Lost Judgment,2021-09-24,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",4.36,,67
Somerville,2022-11-15,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.3,70.0,105
Orcs Must Die! 3,2020-07-13,"Indie, Strategy, Adventure, Action","PC, Xbox One, PlayStation 4, Xbox Series S/X",3.77,,68
Skully,2020-08-04,"Adventure, Action, Puzzle, Casual, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch",2.2,,10
Crysis 2 Remastered,2021-10-15,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.64,,66
Crysis 3 Remastered,2021-10-17,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.32,,67
Doki Doki Literature Club Plus!,2021-06-30,"Casual, Indie, Adventure","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",4.02,,118
Say No! More,2021-04-08,"Casual, Indie","PC, Nintendo Switch, iOS, macOS",3.9,67.0,29
RoboCop: Rogue City,2023-11-02,"Adventure, Action","PC, PlayStation 5, Xbox Series S/X",3.97,,134
FINAL FANTASY VII REMAKE INTERGRADE,2021-06-10,"Adventure, Action, RPG","PC, PlayStation 5",4.39,,94
World of Horror,2023-10-19,"Indie, RPG","PC, PlayStation 4, Nintendo Switch, macOS",4.08,,60
Cocoon,2023-09-29,"Indie, Adventure, Puzzle","PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.39,,181
Oddworld: Soulstorm,2021-04-06,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, PlayStation 4, Xbox Series S/X",2.61,70.0,84
Lake,2021-09-01,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.27,73.0,123
Shing!,2020-08-27,"Arcade, Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",2.15,,12
Steelrising,2022-09-08,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X",3.01,71.0,88
Riders Republic,2021-10-28,"Massively Multiplayer, Action, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.3,78.0,79
Nongunz: Doppelganger Edition,2021-05-05,Action,"PC, Xbox One, PlayStation 4, Nintendo Switch",2.0,,11
Epic Chef,2021-11-10,"Indie, Adventure, RPG, Simulation","PC, Nintendo Switch",3.5,,6
The Gunk,2021-12-16,"Adventure, Action","PC, Xbox One, Xbox Series S/X",3.62,69.0,68
Norco,2022-03-24,"Indie, Adventure","PC, Xbox Series S/X, macOS",3.94,,70
The Darkest Tales — Into the Nightmare,2021-10-13,"Adventure, Action","PC, Nintendo Switch",3.0,,12
The Amazing American Circus,2021-09-16,"Adventure, RPG, Strategy, Simulation, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch",2.73,,11
eFootball 2022,2021-09-30,Sports,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",2.07,30.0,84
Exo One,2021-11-18,"Indie, Adventure, Simulation","PC, Xbox One, Xbox Series S/X",3.76,79.0,95
Ghostrunner 2,2023-10-26,Action,"PC, PlayStation 5, Xbox Series S/X",3.81,,70
Sherlock Holmes: Chapter One,2021-11-15,"Adventure, Action, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.58,74.0,82
The Jackbox Party Pack 7,2020-10-15,"Casual, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",4.3,78.0,57
Rain on Your Parade,2021-04-15,"Casual, Indie, Adventure, Action","PC, Xbox One, Xbox Series S/X, macOS, Linux",3.4,78.0,92
Record of Lodoss War: Deedlit in Wonder Labyrinth,2021-03-27,"Platformer, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.1,78.0,58
South of the Circle,2020-10-30,Adventure,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, macOS",3.72,76.0,24
Biped,2020-03-26,"Adventure, Action, Puzzle, Casual, Family, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch",3.94,72.0,80
Trials of Mana Remastered,2020-04-24,"Action, RPG","PC, PlayStation 4, Nintendo Switch, iOS",3.36,76.0,77
Wo Long: Fallen Dynasty,2023-03-03,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.47,,107
Return to Monkey Island,2022-09-19,"Casual, Adventure, Puzzle","PC, PlayStation 5, Xbox Series S/X, Nintendo Switch, iOS, Android, macOS, Linux",4.06,,67
Gran Turismo 7,2022-03-04,Racing,"PlayStation 5, PlayStation 4",4.23,84.0,70
The Invincible,2023-11-06,"Indie, Adventure, Action","PC, PlayStation 5, Xbox Series S/X",4.07,,103
GRID Legends,2022-02-25,"Racing, Action, Sports","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.48,,56
HUNTDOWN,2020-05-12,"Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux",4.34,85.0,73
Armored Core VI: Fires of Rubicon,2023-08-25,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",4.18,,85
Xenoblade Chronicles: Definitive Edition,2020-05-29,RPG,Nintendo Switch,4.3,89.0,139
Tinykin,2022-08-29,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",4.2,,84
Creaks,2020-07-22,"Indie, Adventure, Puzzle","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",3.92,82.0,101
Have a Nice Death,2023-03-22,"Platformer, Indie, Action","PC, Xbox Series S/X, Nintendo Switch",3.62,,68
Empire of Sin,2020-12-01,"Strategy, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",2.76,56.0,59
Moonscars,2022-09-27,"Adventure, Action, Fighting, Indie, Platformer","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.61,,27
Second Extinction,2022-10-20,Action,"PC, Xbox One, Xbox Series S/X",2.57,,36
Maquette,2021-03-02,"Indie, Adventure, Puzzle","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.2,70.0,96
The Dark Pictures Anthology: The Devil In Me,2022-11-17,"Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",3.28,,161
Farming Simulator 22,2021-11-22,Simulation,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, macOS",3.4,,47
Capcom Arcade 2nd Stadium,2022-07-22,Action,"PC, Xbox One, PlayStation 4, Nintendo Switch",3.0,,12
Disney Dreamlight Valley,2023-12-05,"Adventure, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, Android, macOS",3.42,,57
Destruction AllStars,2021-02-02,"Racing, Action",PlayStation 5,2.52,62.0,71
Minecraft: Dungeons,2020-05-26,"Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.52,74.0,229
Tails of Iron,2021-09-16,"Indie, Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.9,82.0,102
Arcade Paradise,2022-08-11,"Indie, Adventure, Simulation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.56,,16
Sonic Frontiers,2022-11-08,"Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",3.45,,56
Coromon,2022-03-30,"Indie, Strategy, Adventure, RPG","PC, Nintendo Switch, iOS, Android, macOS",3.72,74.0,18
